timestamp,attention,meditation,delta,theta,alpha,beta,gamma,label
1750942034.7173204,54,69,10910,7763,13982,4665,2088,concentrado
1750942035.7109435,47,75,2398,4421,15005,4467,1890,concentrado
1750942037.7168682,44,74,1933,3950,5914,2898,1000,concentrado
1750942039.7131844,48,51,3946,15907,5285,3366,1924,concentrado
1750942040.7206469,50,57,30931,3560,12197,9606,3190,concentrado
1750942041.7161455,41,41,19716,22177,4452,6374,1271,concentrado
1750942042.7106318,48,29,247302,45042,20757,43577,7909,concentrado
1750942043.7031336,60,43,3448,2385,10409,7096,2588,concentrado
1750942044.6900234,51,29,506057,107549,30688,37345,10848,concentrado
1750942045.7142684,64,51,5740,2081,11855,5768,2422,concentrado
1750942046.7150104,69,48,3432,6485,2396,7774,2061,concentrado
1750942047.7131324,74,48,3564,780,6177,4397,1469,concentrado
1750942048.6989005,66,60,857,7741,9646,6650,1634,concentrado
1750942049.6936638,69,48,1786,5057,3883,3567,1913,concentrado
1750942050.7099278,63,63,2113,3252,6784,5129,2111,concentrado
1750942051.707993,60,67,3540,1635,8497,3255,1664,concentrado
1750942052.697446,87,53,3469,1640,786,3924,2685,concentrado
1750942053.695027,96,53,7389,1160,4277,8653,3860,concentrado
1750942054.719777,100,40,6593,7421,3544,7269,9659,concentrado
1750942055.711856,100,21,35644,6983,11136,28747,56945,concentrado
1750942056.7042575,100,35,8603,2062,5755,9104,11776,concentrado
1750942057.6983378,100,37,6486,2988,6189,9701,7801,concentrado
1750942058.7291286,100,51,3305,2552,14276,9879,8696,concentrado
1750942059.6976647,94,50,41894,64831,38212,105518,21060,concentrado
1750942060.7227955,94,48,855,890,6443,12859,6539,concentrado
1750942061.69967,93,47,9790,6367,30360,58648,33568,concentrado
1750942063.7075214,96,44,96238,15374,8199,21366,9363,concentrado
1750942064.7082877,88,35,79501,26029,5822,12823,13714,concentrado
1750942065.7100992,87,34,6183,2252,6510,13187,3573,concentrado
1750942066.7135124,93,37,3417,1763,11370,7299,4686,concentrado
1750942067.7025106,88,44,4432,3729,9994,10798,3958,concentrado
1750942068.7005215,83,61,2027,6716,13233,10849,3714,concentrado
1750942069.695562,87,61,2452,2552,5143,11740,5206,concentrado
1750942070.7240474,84,56,4957,1302,5613,5310,5653,concentrado
1750942071.7155025,83,61,11516,6835,40024,29768,19334,concentrado
1750942072.7106624,93,56,15219,3721,5685,10491,8254,concentrado
1750942073.717412,94,61,10040,1414,5007,6774,2897,concentrado
1750942074.7124937,70,50,77550,34328,9761,2975,1427,concentrado
1750942076.7075825,67,48,1523,4236,4654,9739,4150,concentrado
1750942077.712287,70,37,3314,1495,1619,6291,5190,concentrado
1750942078.7139342,93,41,3816,6887,4739,6256,3459,concentrado
1750942079.7093372,93,34,3047,10536,8609,6884,2580,concentrado
1750942080.6942875,91,41,34581,3394,20893,24137,36529,concentrado
1750942081.6952925,81,48,1247,3241,4426,7401,4507,concentrado
1750942082.6996772,83,54,3054,1766,4479,4608,4006,concentrado
1750942083.7062948,90,56,7844,4846,6726,7050,3465,concentrado
1750942084.7047403,81,53,4763,8566,7543,5544,2525,concentrado
1750942085.7087219,91,47,988,1436,1998,8516,2735,concentrado
1750942086.74651,91,48,1778,2662,8382,7324,3619,concentrado
1750942087.7120714,83,53,32883,10291,18871,10680,3764,concentrado
1750942088.7117975,97,53,737,1517,9545,14764,5187,concentrado
1750942089.7123559,80,70,6028,4882,11986,4859,5240,concentrado
1750942090.7102222,84,61,1224,2926,4092,7766,3469,concentrado
1750942091.7030058,91,60,4415,5465,11818,10163,2791,concentrado
1750942092.6917777,75,51,6611,14034,5224,7544,7408,concentrado
1750942093.7161584,90,34,639201,28362,18397,61603,56094,concentrado
1750942094.7095048,87,37,16056,12433,33382,53806,38492,concentrado
1750942095.7064252,78,27,447582,26558,13436,19078,6576,concentrado
1750942096.696838,66,20,71430,339568,42573,47817,13455,concentrado
1750942097.6969628,66,20,411353,2528,3304,1869,510,concentrado
1750942098.7008603,48,23,131167,25509,10097,10952,5037,concentrado
1750942099.6965992,40,29,35039,4465,15844,10574,3295,concentrado
1750942100.6938102,50,34,10553,4397,4811,8223,4476,concentrado
1750942101.716206,74,44,1235,1589,4819,9811,3619,concentrado
1750942102.7144096,91,44,468248,19089,16464,52952,15582,concentrado
1750942103.7117167,91,48,43769,5437,23990,10943,3339,concentrado
1750942104.7084603,78,51,714909,553944,379220,139488,118306,concentrado
1750942105.7036798,61,34,2337244,246698,24218,83750,34828,concentrado
1750942106.6989837,43,35,75883,11826,4779,4827,8078,concentrado
1750942107.6937966,41,11,739512,289069,53931,87388,24865,concentrado
1750942108.6886861,48,8,967,9410,7028,8577,2964,concentrado
1750942109.6866844,44,35,24152,5312,10477,4973,3908,concentrado
1750942110.6918178,48,51,3662,5186,16147,5497,9560,concentrado
1750942112.7153008,63,75,4596,2045,5474,4106,5294,concentrado
1750942113.7075,83,69,1213,1235,3499,4898,6035,concentrado
1750942114.6988149,87,63,5587,3837,9200,7482,2888,concentrado
1750942115.695251,88,64,6556,2507,8996,9597,4993,concentrado
1750942116.7252896,88,56,3597,3178,6444,12365,7289,concentrado
1750942117.6897712,87,53,1932,3205,4580,7459,7819,concentrado
1750942118.7484355,77,44,110996,101506,64931,68007,34766,concentrado
1750942119.714121,78,43,5157,2933,6676,9123,3923,concentrado
1750942121.7126033,83,48,360,1633,6835,6227,6293,concentrado
1750942123.713518,100,40,1119,1576,3085,8789,5850,concentrado
1750942124.7137816,94,44,5358,1429,3339,5664,5223,concentrado
1750942125.7070518,91,47,3473,2358,9064,5331,4245,concentrado
1750942126.7013884,78,51,211544,11560,11299,10111,4344,concentrado
1750942127.6983948,63,60,2669058,208012,198577,143820,45172,concentrado
1750942128.6959321,48,60,215052,32345,23323,13172,6575,concentrado
1750942129.721741,44,48,290607,23355,14092,13826,5016,concentrado
1750942130.7060869,35,47,941817,76688,41189,17745,10927,concentrado
1750942131.727605,20,23,1573270,684958,23752,68281,46819,concentrado
1750942132.6862345,21,24,8254,8392,5071,3891,2914,concentrado
1750942134.7287242,26,17,100758,51891,6065,9175,4014,concentrado
1750942135.6961498,47,41,178779,29520,21571,17391,8602,concentrado
1750942136.6878543,40,47,25770,16521,15861,7896,2354,concentrado
1750942137.7014415,29,44,53070,14356,7087,9599,3349,concentrado
1750942138.6896234,43,64,30336,6174,15155,9118,6194,concentrado
1750942140.7111964,38,67,83625,31322,129608,21474,10178,concentrado
1750942141.7108402,30,70,37428,39852,17149,5144,3385,concentrado
1750942142.7119918,23,60,177493,40537,11047,5559,3897,concentrado
1750942144.7030323,35,63,7434,5326,7419,5937,6010,concentrado
1750942145.7024589,47,67,5919,5529,8793,6572,4134,concentrado
1750942146.701051,63,75,1708,3016,5088,6793,4653,concentrado
1750942147.6970928,64,64,1295,3489,5500,10721,6587,concentrado
1750942149.7034798,63,60,8423,6878,3066,2620,5870,concentrado
1750942150.7340858,54,66,871,2300,7080,3632,4890,concentrado
1750942151.705988,50,74,103850,22109,41540,30544,11219,concentrado
1750942152.7066622,43,56,431504,487725,83612,171231,32472,concentrado
1750942153.7004547,53,54,24628,9501,4858,9479,5514,concentrado
1750942154.6992385,54,51,657844,24841,43047,22821,26321,concentrado
1750942155.7014627,64,43,1003,3832,3525,8385,4749,concentrado
1750942156.6883652,69,64,100187,6852,18589,5542,3723,concentrado
1750942157.716873,54,75,349576,65535,61552,17396,24898,concentrado
1750942159.7164128,56,67,71485,10213,3050,9768,3148,concentrado
1750942160.7095013,50,50,1072771,139868,35893,39787,23363,concentrado
1750942161.7028625,56,50,3361,6573,7516,2958,988,concentrado
1750942162.690342,63,38,901,2120,1657,6073,1603,concentrado
1750942163.6866138,44,47,186416,124267,69028,49687,17266,concentrado
1750942164.6875365,57,60,14873,2773,8139,5222,2394,concentrado
1750942165.6883104,54,64,410996,63319,125230,33623,26107,concentrado
1750942166.7188613,41,74,85284,13488,12201,11559,5981,concentrado
1750942167.690492,37,80,127929,35306,40195,9108,9274,concentrado
1750942168.6982841,27,83,20588,3325,13493,5142,3350,concentrado
1750942169.7048838,27,70,140756,40117,20130,10988,3881,concentrado
1750942170.705151,21,64,261087,22532,6364,7225,1373,concentrado
1750942171.704032,37,53,2085,4364,1607,2292,1675,concentrado
1750942172.7015655,29,43,102418,19449,14216,10826,2451,concentrado
1750942173.7022765,29,40,220940,20321,6758,6456,3525,concentrado
1750942174.7036939,37,54,6715,2747,10244,6301,4113,concentrado
1750942175.6903794,43,56,1566,1480,2293,5724,3497,concentrado
1750942176.7239618,61,53,4922,5882,5752,11657,6120,concentrado
1750942177.688705,63,60,14999,10775,6937,4494,4191,concentrado
1750942178.687243,67,63,1704,1398,10256,3978,3903,concentrado
1750942180.6909916,74,75,9350,943,7112,5470,3240,concentrado
1750942181.6928349,80,80,5952,2115,5772,4854,3516,concentrado
1750942183.6933417,69,75,2732,4412,7290,5255,5162,concentrado
1750942184.7073004,64,74,8694,1618,6595,5305,4280,concentrado
1750942185.689919,61,67,2397,6793,5872,5761,4163,concentrado
1750942163.6866138,44,47,186416,124267,69028,49687,17266,concentrado
1750942164.6875365,57,60,14873,2773,8139,5222,2394,concentrado
1750942165.6883104,54,64,410996,63319,125230,33623,26107,concentrado
1750942166.7188613,41,74,85284,13488,12201,11559,5981,concentrado
1750942167.690492,37,80,127929,35306,40195,9108,9274,concentrado
1750942168.6982841,27,83,20588,3325,13493,5142,3350,concentrado
1750942169.7048838,27,70,140756,40117,20130,10988,3881,concentrado
1750942170.705151,21,64,261087,22532,6364,7225,1373,concentrado
1750942171.704032,37,53,2085,4364,1607,2292,1675,concentrado
1750942172.7015655,29,43,102418,19449,14216,10826,2451,concentrado
1750942173.7022765,29,40,220940,20321,6758,6456,3525,concentrado
1750942174.7036939,37,54,6715,2747,10244,6301,4113,concentrado
1750942175.6903794,43,56,1566,1480,2293,5724,3497,concentrado
1750942176.7239618,61,53,4922,5882,5752,11657,6120,concentrado
1750942177.688705,63,60,14999,10775,6937,4494,4191,concentrado
1750942178.687243,67,63,1704,1398,10256,3978,3903,concentrado
1750942180.6909916,74,75,9350,943,7112,5470,3240,concentrado
1750942181.6928349,80,80,5952,2115,5772,4854,3516,concentrado
1750942183.6933417,69,75,2732,4412,7290,5255,5162,concentrado
1750942184.7073004,64,74,8694,1618,6595,5305,4280,concentrado
1750942185.689919,61,67,2397,6793,5872,5761,4163,concentrado
1750942186.6941924,78,60,2467,1370,1308,5430,5060,concentrado
1750942187.6963208,74,53,3415,13340,7256,9464,3473,concentrado
1750942188.6887982,63,43,161330,71418,23697,12391,6027,concentrado
1750942189.7187667,61,38,328750,8436,3203,3141,1931,concentrado
1750942191.7316985,40,47,223295,65005,30388,30792,12527,concentrado
1750942192.691465,53,54,5982,4343,7584,7080,2659,concentrado
1750942194.7083745,53,40,24521,11419,1233,1876,1294,concentrado
1750951238.7017531,30,30,61939,25259,2540,2500,1774,relaxado
1750951239.697814,27,47,86871,85241,95205,35756,11632,relaxado
1750951240.717498,44,57,530906,36183,40506,39564,31571,relaxado
1750951241.709911,40,81,75265,10453,23613,4247,2832,relaxado
1750951242.70324,57,100,1576,4694,4919,4120,1868,relaxado
1750951244.6979575,56,100,962,1989,14557,4430,3497,relaxado
1750951245.7207599,78,100,2975,807,3834,3973,2833,relaxado
1750951246.7156565,61,96,111803,10795,5408,5329,2255,relaxado
1750951247.7213955,54,97,6470,4724,15282,6132,1345,relaxado
1750951248.7120733,47,87,8233,8244,7190,3849,1193,relaxado
1750951249.7091584,37,90,1309,3454,10249,6424,2145,relaxado
1750951250.719056,43,91,66593,10938,5795,4364,1257,relaxado
1750951251.7208347,37,75,685,6889,2976,2438,2280,relaxado
1750951252.7010148,35,78,8250,8667,11690,5965,1942,relaxado
1750951253.7321548,17,75,3380,6225,7987,3404,2741,relaxado
1750951255.692334,13,87,7152,17800,7792,5521,2309,relaxado
1750951256.703198,37,87,1764,1523,5926,5707,3152,relaxado
1750951257.705742,56,78,98038,8821,4787,5246,1670,relaxado
1750951258.715008,61,78,1528,3707,5707,2429,3310,relaxado
1750951259.7109904,88,81,1192,1275,2999,3995,2328,relaxado
1750951260.7226632,75,75,85439,14168,9155,6721,2260,relaxado
1750951261.6969442,64,80,26089,10319,7948,4607,1370,relaxado
1750951262.7126102,69,80,1590,738,4924,3788,2152,relaxado
1750951263.703229,54,84,4301,4758,6062,2735,1509,relaxado
1750951264.7239547,70,91,5254,3390,11623,10630,2222,relaxado
1750951265.6939461,77,100,764,1450,13613,4851,1739,relaxado
1750951267.7096188,50,83,95723,34525,3929,2529,2450,relaxado
1750951268.721474,48,83,2970,862,4551,4085,1679,relaxado
1750951269.700661,50,81,986,1396,8966,3443,2021,relaxado
1750951270.709351,60,87,1311,276,4087,2581,3635,relaxado
1750951271.7101579,74,100,15274,22020,11266,3078,1812,relaxado
1750951272.6888506,75,97,305216,35035,49738,36747,8652,relaxado
1750951274.693853,78,84,1302,2034,5167,3221,2430,relaxado
1750951275.7440464,97,96,11034,7221,41292,21067,7645,relaxado
1750951276.6962435,91,100,252,2703,6862,2912,1438,relaxado
1750951277.7360132,77,100,9059,8328,16922,4477,1728,relaxado
1750951278.7091532,75,100,1342,4754,17076,5123,1296,relaxado
1750951279.7281065,69,100,4967,1481,3920,1914,1388,relaxado
1750951280.7032404,74,100,714,1657,4674,3695,2474,relaxado
1750951282.707387,94,90,3346,3343,5293,4069,1598,relaxado
1750951283.7041256,91,90,3677,1416,5565,2865,1250,relaxado
1750951284.711157,83,81,1270,5964,3778,2453,1276,relaxado
1750951285.7093866,74,90,989,1225,4162,3582,2950,relaxado
1750951286.698759,77,90,28397,6317,10616,7675,1766,relaxado
1750951287.6930673,88,88,2684,1471,6394,4929,1395,relaxado
1750951288.7103875,90,93,1338,2334,6073,5831,1705,relaxado
1750951289.6982546,90,84,3276,3224,2764,4174,2410,relaxado
1750951290.7147095,88,87,1195,983,2701,2000,1297,relaxado
1750951291.7249599,77,87,1265,3036,5837,2996,1272,relaxado
1750951292.7068245,87,81,781,2203,3636,6186,3101,relaxado
1750951293.7199574,83,91,4498,5902,12216,5845,2312,relaxado
1750951294.7142308,80,94,3644,1964,7401,3514,1857,relaxado
1750951295.6940455,87,83,1111,2741,2517,4636,1723,relaxado
1750951296.6937823,70,88,15853,9165,9459,4236,3759,relaxado
1750951297.7103355,69,88,1899,3196,5775,2190,1857,relaxado
1750951298.7018638,61,90,5300,4450,14459,2950,1930,relaxado
1750951299.7052724,51,100,1870,1564,4242,3653,1349,relaxado
1750951300.701854,47,100,2675,12272,10921,2710,1736,relaxado
1750951301.700385,48,94,1565,3498,6029,4904,2541,relaxado
1750951302.691257,64,83,939,3311,4151,3627,1563,relaxado
1750951303.7132952,75,77,3990,4661,4785,6040,2476,relaxado
1750951304.7121782,77,87,3586,8194,24499,6420,2367,relaxado
1750951305.7059734,70,91,4618,4767,9511,3549,2298,relaxado
1750951306.6979342,63,97,1396,876,6005,4199,2729,relaxado
1750951307.736469,51,97,4508,6360,4958,4543,1697,relaxado
1750951308.690384,50,81,28227,34149,11362,5494,2505,relaxado
1750951310.6898384,50,66,6616,3282,6552,5714,2637,relaxado
1750951312.7024782,56,64,7302,12355,7308,2995,1435,relaxado
1750951313.696645,61,75,431,2917,7073,1814,3959,relaxado
1750951314.7137904,53,75,3680,4921,6266,4493,2485,relaxado
1750951315.710555,54,74,11701,13388,4761,3867,1786,relaxado
1750951316.7004213,66,74,2255,2035,2821,3800,1145,relaxado
1750951317.7337153,69,67,566,7088,11501,7053,1788,relaxado
1750951318.6928508,74,69,3845,5477,8037,4456,1936,relaxado
1750951319.7085764,74,87,8168,4734,8284,2770,1996,relaxado
1750951320.7162745,56,87,1894,5792,4392,1925,2419,relaxado
1750951321.687039,61,87,3283,4647,8460,6208,2736,relaxado
1750951323.7312834,63,83,201,4401,8558,2980,1735,relaxado
1750951325.704721,60,88,1177,5074,6655,2251,2974,relaxado
1750951326.720129,51,80,637849,169039,42646,30805,12128,relaxado
1750951327.704714,30,64,10052,24371,8970,4038,2087,relaxado
1750951328.6932461,27,44,288142,65920,10464,20015,13103,relaxado
1750951329.6942797,29,48,655,1818,6510,2888,1809,relaxado
1750951330.703867,53,51,3349,1375,2410,7756,3643,relaxado
1750951331.6946633,78,63,2574,1143,3982,2912,1325,relaxado
1750951332.7069018,69,63,2866,8247,1484,4450,1305,relaxado
1750951333.7006803,69,57,1410,4112,7344,3925,2299,relaxado
1750951334.6973538,54,66,1588,3364,4259,4206,2169,relaxado
1750951335.732777,50,53,3130,7723,3047,3508,1770,relaxado
1750951336.703079,56,83,2660,2500,8941,2567,2026,relaxado
1750951337.7147014,47,77,6399,13384,8027,2170,1748,relaxado
1750951338.7181952,34,81,3516,7909,9269,3278,1743,relaxado
1750951339.7462616,29,96,295,2380,6077,3010,1047,relaxado
1750951340.6932526,21,97,1286,3076,19245,4069,2106,relaxado
1750951341.6964417,27,91,78871,23685,8074,5485,2205,relaxado
1750951342.6995556,30,90,5092,3321,5053,2020,1277,relaxado
1750951344.707148,43,53,68754,123100,23624,41805,12814,relaxado
1750951345.7134805,44,57,299251,33748,27175,24693,7924,relaxado
1750951346.707614,34,47,290815,432628,125704,26124,15891,relaxado
1750951347.6853535,21,51,3982,5281,10331,3221,3579,relaxado
1750951348.7198884,29,69,2064,8646,11581,5294,4526,relaxado
1750951349.7249522,34,70,87954,6116,5663,4875,2049,relaxado
1750951350.7164702,54,83,773,2836,5994,4289,3137,relaxado
1750951351.702488,56,78,811,2127,3506,2643,1513,relaxado
1750951352.7217333,56,77,3401,5898,9158,5469,2621,relaxado
1750951353.7196527,67,77,2144,2732,4357,6377,2433,relaxado
1750951354.6870854,54,77,28937,11900,12551,3439,2009,relaxado
1750951355.7062914,41,67,87331,81515,29645,14718,8329,relaxado
1750951356.7020252,48,61,1699,2219,2147,3072,1693,relaxado
1750951357.7032595,44,64,1933,2195,5826,5623,2877,relaxado
1750951358.7163923,57,57,2566,1222,2612,4929,1712,relaxado
1750951359.6862042,69,66,61392,24189,32400,21948,12077,relaxado
1750951360.687553,69,70,1081,2527,3841,3801,1518,relaxado
1750951361.702704,53,77,4664,6318,11092,2728,2693,relaxado
1750951362.708231,53,77,3322,5320,4662,5977,3465,relaxado
1750951363.7131147,64,80,1233,489,6055,5456,3195,relaxado
1750951364.7003918,60,90,1325,1051,12320,6566,1953,relaxado
1750951365.7276735,63,78,49021,12498,6712,4217,2847,relaxado
1750951366.7052498,57,74,254971,21796,8572,9907,2598,relaxado
1750951367.711971,43,47,212739,58500,7072,8076,5723,relaxado
1750951368.7028263,37,40,16422,26147,34958,13871,14097,relaxado
1750951369.701476,40,51,119638,4853,10440,3528,3113,relaxado
1750951370.6916387,43,61,1941,3954,6665,6085,2641,relaxado
1750951371.7650812,56,81,4448,1471,3132,3044,1861,relaxado
1750951372.703181,56,69,171306,27396,21948,42395,7280,relaxado
1750951373.6943672,57,61,10235,6214,5563,3592,2765,relaxado
1750951374.6857345,53,64,7296,3514,8080,5143,2761,relaxado
1750951375.689335,51,66,3455,1254,4135,3545,1250,relaxado
1750951376.691072,50,75,3940,5991,5054,2090,2412,relaxado
1750951377.7159061,44,75,94168,27421,25048,15529,1770,relaxado
1750951378.7006388,37,74,475359,93031,86205,24905,34239,relaxado
1750951379.7114525,30,66,562421,41140,26968,15938,9677,relaxado
1750951380.7194734,24,64,1401065,94315,60789,21600,9239,relaxado
1750951381.6982877,30,54,166783,39793,14017,18022,6900,relaxado
1750951383.6973553,23,48,531776,57259,16992,7307,6464,relaxado
1750951384.694817,30,48,41237,12984,9390,3702,3736,relaxado
1750951385.7110207,20,61,112129,19616,20069,3706,6646,relaxado
1750951386.686687,21,64,410343,84544,115454,46457,16257,relaxado
1750951387.7223995,34,77,189248,20377,29769,16868,12468,relaxado
1750951388.6929097,29,80,740581,30239,31615,12227,13920,relaxado
1750951389.710584,34,57,964911,317721,44718,101686,30283,relaxado
1750951390.707402,34,53,193755,13241,11692,6169,1488,relaxado
1750951391.7545528,30,51,106173,5465,6446,4172,3994,relaxado
1750951392.713322,34,60,7295,4622,15029,4861,3058,relaxado
1750951393.6973677,30,75,99454,11845,7553,4506,3032,relaxado
1750951394.7154193,29,66,165247,64865,19547,8436,6771,relaxado
1750951395.692978,35,63,2081764,369070,266092,256309,85025,relaxado
1750951396.7277632,16,34,259047,69899,6184,2769,6335,relaxado
1750951397.6877813,23,35,142731,11430,9182,5329,1821,relaxado
1750951398.7107422,30,47,188052,47827,63492,24449,12631,relaxado
1750951399.6916068,16,26,397409,185946,12871,13690,6410,relaxado
1750951400.6858053,26,35,134968,62101,14446,4939,2526,relaxado
1750951401.6970723,26,29,1157747,104268,48930,28625,9364,relaxado
1750951402.6971514,20,29,250817,21755,23107,4725,2888,relaxado
1750951403.7176778,27,60,38340,5854,10541,4111,1202,relaxado
1750951404.7007425,38,77,1128,3818,6026,2275,914,relaxado
1750951405.702056,37,75,22815,27252,9511,7568,1382,relaxado
1750951406.69573,43,69,2414757,48485,48293,32691,13088,relaxado
1750951407.7143285,38,64,1093272,51238,41150,11189,4357,relaxado
1750951408.697793,37,40,389013,176811,16473,31612,20145,relaxado
1750951606.5380347,0,0,5,0,0,0,0,concentrado
1750951607.11921,0,0,328284,239716,226807,31790,41493,concentrado
1750951608.0877266,0,0,64018,6137,1228,2537,738,concentrado
1750951609.1099856,0,0,626248,86322,44044,31350,15480,concentrado
1750951610.1017797,0,0,293740,115483,7571,9735,2307,concentrado
1750951612.126765,67,53,60454,50965,9655,16170,4729,concentrado
1750951613.1083274,61,74,148914,39318,33038,9885,2726,concentrado
1750951614.1378963,69,93,241868,30952,54895,38784,13974,concentrado
1750951615.117697,77,97,5552,4300,4960,3814,1674,concentrado
1750951616.1139963,70,100,14869,15231,5122,4104,4668,concentrado
1750951617.0864503,80,100,1222152,196416,112016,43963,7282,concentrado
1750951618.1193912,74,100,2351,5125,21403,5584,3934,concentrado
1750951619.094702,57,96,14545,13010,10567,6056,3195,concentrado
1750951620.1524034,64,88,9286,16102,3378,7624,1488,concentrado
1750951621.117543,75,77,81302,24971,8895,8511,2351,concentrado
1750951622.0994356,88,66,12126,6296,8665,7845,3859,concentrado
1750951623.1071842,96,66,56588,9748,11855,9943,2484,concentrado
1750951624.1165335,91,75,12629,10889,6419,7152,5030,concentrado
1750951625.117131,100,88,143845,3392,6682,3663,3624,concentrado
1750951626.1223652,100,80,13389,3056,2904,6270,3975,concentrado
1750951627.1070797,93,70,107048,9546,2316,1976,2222,concentrado
1750951628.111743,91,69,1702,9875,5164,7342,1895,concentrado
1750951629.1310394,64,69,7100,7278,13089,4981,3046,concentrado
1750951630.112113,56,77,4795,5847,7532,8239,3114,concentrado
1750951631.110737,60,93,3054,3213,10389,4353,2044,concentrado
1750951632.1068451,61,100,3587,4508,5507,4629,1000,concentrado
1750951633.1037014,61,87,73832,56351,22832,25862,4631,concentrado
1750951634.1003048,47,87,1201340,112217,84950,49199,27825,concentrado
1750951635.086353,26,77,135497,80584,37937,6450,8601,concentrado
1750951637.0963423,1,51,201202,379107,35395,28311,23937,concentrado
1750951638.1155334,11,53,4027,5055,7369,5993,4160,concentrado
1750951639.0931056,29,60,4198,8981,11348,3086,4227,concentrado
1750951640.1137156,63,77,66620,25991,52021,40359,14867,concentrado
1750951641.0931182,78,91,7678,4707,3892,4206,3034,concentrado
1750951642.1270943,80,81,160020,14546,5485,9011,3220,concentrado
1750951643.1029255,88,75,6039,16143,9301,5637,2871,concentrado
1750951644.1705453,87,69,399425,22601,16255,21663,14835,concentrado
1750951645.1016889,77,81,6097,3728,12219,2510,3727,concentrado
1750951646.095461,83,81,797,2349,995,3165,2187,concentrado
1750951648.092575,94,91,1632,1463,6006,3091,2107,concentrado
1750951649.104794,100,78,1666,2043,2027,2940,3103,concentrado
1750951650.1016743,100,87,5794,9995,8582,6893,3895,concentrado
1750951651.2333584,78,84,37184,25938,12669,6331,5594,concentrado
1750951652.1163795,57,75,52773,14220,6582,1972,1582,concentrado
1750951653.1201022,50,60,13821,16449,2410,8793,7651,concentrado
1750951654.0911195,60,54,480114,27190,19847,42937,11666,concentrado
1750951655.1292982,56,51,214223,62198,20862,19255,6091,concentrado
1750951656.0969892,66,41,1321213,697805,113622,138276,69671,concentrado
1750951657.1213672,50,44,118261,545614,75679,58350,84049,concentrado
1750951658.1293807,44,50,21954,5325,4217,4605,2230,concentrado
1750951660.1069627,50,61,95732,21344,18920,15832,5753,concentrado
1750951661.0891366,56,69,26288,34493,13461,9328,3582,concentrado
1750951662.108169,50,64,271500,18966,6675,6603,3566,concentrado
1750951663.112036,63,74,562744,26685,31203,26741,13532,concentrado
1750951664.109209,69,70,287667,20592,18386,16763,4013,concentrado
1750951665.085873,80,78,322,7787,11186,7405,1647,concentrado
1750951666.113848,80,87,2714,5746,6251,4740,1075,concentrado
1750951667.090784,90,87,4494,2005,6536,8361,1296,concentrado
1750951668.1167672,100,84,3216,2460,3378,6323,1359,concentrado
1750951669.094452,100,75,3585,5954,2236,2260,1150,concentrado
1750951670.1038244,96,87,14136,3847,14544,3071,2183,concentrado
1750951671.0942707,57,69,37973,23448,2664,4798,2269,concentrado
1750951672.112318,43,63,4732,7197,1871,2903,2099,concentrado
1750951673.0939317,38,75,1657,6212,9481,5881,3167,concentrado
1750951674.0965006,37,61,4398,12900,10147,4435,942,concentrado
1750951675.107898,56,67,178651,36274,11420,22153,7674,concentrado
1750951676.1580653,69,66,1432630,130113,46522,175817,35539,concentrado
1750951677.0999017,70,60,27497,34817,16814,7925,2126,concentrado
1750951678.1011207,81,63,2961,2019,6792,6904,2110,concentrado
1750951679.1137514,93,61,2990,3950,1530,4465,5102,concentrado
1750951680.1094148,87,81,87134,9795,33548,18793,17579,concentrado
1750951681.0922124,93,81,8981,5806,4239,4514,6341,concentrado
1750951682.0984585,96,80,1916926,390409,682360,695497,100407,concentrado
1750951683.119541,96,87,9753,5363,3809,4961,2938,concentrado
1750951684.1032975,93,77,494741,49433,32545,28829,11013,concentrado
1750951685.1298587,100,78,2712,1074,2593,4384,3301,concentrado
1750951686.0987744,94,70,8739,13328,5625,4781,1492,concentrado
1750951687.1049,90,70,1184261,77992,59325,100580,21340,concentrado
1750951688.0902152,84,69,141014,67457,40095,42619,13679,concentrado
1750951689.0853798,64,80,12953,2088,8783,3743,1707,concentrado
1750951690.1130269,51,66,29997,71354,5616,6342,2603,concentrado
1750951692.1200838,48,64,3702,4481,5382,3889,1483,concentrado
1750951693.0862982,41,41,319867,91300,13974,11095,1414,concentrado
1750951694.107792,61,61,17801,6435,5683,4356,5152,concentrado
1750951695.0835724,67,74,1045,2052,8910,11689,6546,concentrado
1750951696.115199,78,70,3257,2703,3903,5341,6518,concentrado
1750951697.091799,91,83,102007,6002,4185,4457,4898,concentrado
1750951698.1256104,91,81,4862,4011,3821,3762,6890,concentrado
1750951699.0971124,87,75,2975,7238,4603,5964,2895,concentrado
1750951700.1172662,80,78,3482,4984,8116,7565,4197,concentrado
1750951701.1022704,87,78,4522,1990,2516,3917,2656,concentrado
1750951702.1664133,75,75,7849,24187,8234,3937,1829,concentrado
1750951703.0963104,70,70,25059,9514,4086,6457,2435,concentrado
1750951704.1000605,66,74,3248,3100,5220,3377,1542,concentrado
1750951705.1030078,60,78,4578,4584,6288,3802,1120,concentrado
1750951706.1010332,56,93,71960,24765,58453,9261,6043,concentrado
1750951707.1105871,70,93,1976,1712,2392,6606,1238,concentrado
1750951708.1134079,74,91,4110,3485,3562,2278,1519,concentrado
1750951709.100967,61,74,450422,253985,29886,49141,16822,concentrado
1750951710.0922093,74,64,23648,4032,7358,6165,2705,concentrado
1750951711.0936964,67,74,2889,2093,5364,5420,1468,concentrado
